withdrawal_point_id,name,type,lat,lon,city,bank_name,complaint_id,chain_depth,recency_decay,degree_centrality_global,community_size,local_betweenness,community_num_complaints,amount_lost,hour_of_day,bank_match,global_geo_density,community_geo_density,label
62,"ICICI Bank ATM, MG Road, Mumbai",ATM,19.066,72.9973,Mumbai,ICICI Bank,150,1,1.0,0.0,1,0.0,0,74077.18,3,1,0.0,0.0,0
63,"State Bank of India ATM, Sector 12, Mumbai",ATM,19.0072,72.8213,Mumbai,State Bank of India,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
64,"ICICI Bank ATM, Central Plaza, Mumbai",ATM,19.0146,72.8261,Mumbai,ICICI Bank,150,1,1.0,0.0,1,0.0,0,74077.18,3,1,0.0,0.0,0
65,"Axis Bank ATM, Bus Stand, Mumbai",ATM,19.1921,72.9514,Mumbai,Axis Bank,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
66,"Punjab National Bank ATM, Fort Area, Mumbai",ATM,19.1521,72.8296,Mumbai,Punjab National Bank,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
67,"Bank of Baroda ATM, Central Plaza, Mumbai",ATM,18.9882,72.7854,Mumbai,Bank of Baroda,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
68,"State Bank of India ATM, Civil Lines, Mumbai",ATM,19.0236,72.8083,Mumbai,State Bank of India,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
69,"ICICI Bank ATM, Fort Area, Mumbai",ATM,19.1082,72.8211,Mumbai,ICICI Bank,150,1,1.0,0.0,1,0.0,0,74077.18,3,1,0.0,0.0,0
70,"Axis Bank ATM, Central Plaza, Mumbai",ATM,19.174,72.7699,Mumbai,Axis Bank,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
71,"Bank of Baroda Branch, Industrial Estate, Mumbai",Branch,19.0224,72.7586,Mumbai,Bank of Baroda,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
72,"HDFC Bank ATM, Market Yard, Mumbai",ATM,19.1339,72.8901,Mumbai,HDFC Bank,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
73,"Axis Bank ATM, Station Road, Mumbai",ATM,18.9741,72.9696,Mumbai,Axis Bank,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
74,"HDFC Bank ATM, Industrial Estate, Mumbai",ATM,19.0446,72.8903,Mumbai,HDFC Bank,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
75,"Axis Bank ATM, MG Road, Mumbai",ATM,19.03,72.9735,Mumbai,Axis Bank,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
76,"State Bank of India ATM, Ring Road, Mumbai",ATM,19.1197,72.9178,Mumbai,State Bank of India,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
77,"ICICI Bank Branch, Bus Stand, Mumbai",Branch,19.1359,72.9799,Mumbai,ICICI Bank,150,1,1.0,0.0,1,0.0,0,74077.18,3,1,0.0,0.0,0
78,"HDFC Bank ATM, Airport Road, Mumbai",ATM,19.1506,72.9692,Mumbai,HDFC Bank,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
79,"State Bank of India ATM, Lake View, Mumbai",ATM,19.1779,72.9455,Mumbai,State Bank of India,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
80,"Axis Bank ATM, Civil Lines, Mumbai",ATM,18.9942,72.926,Mumbai,Axis Bank,150,1,1.0,0.0,1,0.0,0,74077.18,3,0,0.0,0.0,0
81,"Axis Bank ATM, Industrial Estate, Delhi",ATM,28.6971,77.0304,Delhi,Axis Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
82,"Axis Bank ATM, Civil Lines, Delhi",ATM,28.781,77.1916,Delhi,Axis Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
83,"HDFC Bank ATM, Fort Area, Delhi",ATM,28.6305,77.0613,Delhi,HDFC Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
84,"State Bank of India ATM, Old Town, Delhi",ATM,28.7381,77.0784,Delhi,State Bank of India,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
85,"Punjab National Bank ATM, MG Road, Delhi",ATM,28.6118,77.2154,Delhi,Punjab National Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,1,0.0,0.0,0
86,"HDFC Bank ATM, MG Road, Delhi",ATM,28.6101,77.0868,Delhi,HDFC Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
87,"Bank of Baroda ATM, Tech Park, Delhi",ATM,28.7296,77.1052,Delhi,Bank of Baroda,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
88,"Axis Bank ATM, Civil Lines, Delhi",ATM,28.5948,77.0872,Delhi,Axis Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
89,"Punjab National Bank ATM, Old Town, Delhi",ATM,28.6876,77.2102,Delhi,Punjab National Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,1,0.0,0.0,0
90,"ICICI Bank ATM, Fort Area, Delhi",ATM,28.7876,77.1552,Delhi,ICICI Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
91,"ICICI Bank ATM, Fort Area, Delhi",ATM,28.6821,77.0791,Delhi,ICICI Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
92,"ICICI Bank ATM, Ring Road, Delhi",ATM,28.685,77.2082,Delhi,ICICI Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
93,"Bank of Baroda ATM, Bus Stand, Delhi",ATM,28.7207,77.08,Delhi,Bank of Baroda,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
94,"State Bank of India ATM, Civil Lines, Delhi",ATM,28.6345,77.1711,Delhi,State Bank of India,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
95,"Punjab National Bank ATM, Junction, Delhi",ATM,28.6901,77.1447,Delhi,Punjab National Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,1,0.0,0.0,0
96,"Punjab National Bank Branch, Airport Road, Delhi",Branch,28.8004,77.1735,Delhi,Punjab National Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,1,0.0,0.0,0
97,"HDFC Bank ATM, Civil Lines, Delhi",ATM,28.7078,77.1344,Delhi,HDFC Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
98,"ICICI Bank ATM, Industrial Estate, Delhi",ATM,28.8126,77.0389,Delhi,ICICI Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
99,"ICICI Bank ATM, Airport Road, Delhi",ATM,28.6319,76.9884,Delhi,ICICI Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
100,"HDFC Bank Branch, Bus Stand, Delhi",Branch,28.788,77.0,Delhi,HDFC Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
101,"Axis Bank ATM, Lake View, Delhi",ATM,28.7512,77.1012,Delhi,Axis Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
102,"HDFC Bank ATM, Fort Area, Delhi",ATM,28.7491,77.1967,Delhi,HDFC Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
103,"State Bank of India Branch, Ring Road, Delhi",Branch,28.6263,77.2124,Delhi,State Bank of India,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
104,"Punjab National Bank Branch, MG Road, Delhi",Branch,28.7179,77.2027,Delhi,Punjab National Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,1,0.0,0.0,0
105,"State Bank of India Branch, Market Yard, Delhi",Branch,28.7764,77.1427,Delhi,State Bank of India,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
106,"Punjab National Bank ATM, Airport Road, Delhi",ATM,28.798,77.1295,Delhi,Punjab National Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,1,0.0,0.0,0
107,"Bank of Baroda Branch, Industrial Estate, Delhi",Branch,28.8017,77.0895,Delhi,Bank of Baroda,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
108,"HDFC Bank Branch, Junction, Delhi",Branch,28.6463,77.0418,Delhi,HDFC Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,1
109,"Bank of Baroda ATM, Airport Road, Delhi",ATM,28.7707,77.0988,Delhi,Bank of Baroda,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
110,"HDFC Bank ATM, Junction, Delhi",ATM,28.6027,77.0511,Delhi,HDFC Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
111,"ICICI Bank ATM, Old Town, Delhi",ATM,28.7984,77.0018,Delhi,ICICI Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
112,"HDFC Bank ATM, Tech Park, Delhi",ATM,28.7506,77.152,Delhi,HDFC Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
113,"State Bank of India Branch, Tech Park, Delhi",Branch,28.6635,77.0943,Delhi,State Bank of India,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
114,"State Bank of India ATM, Industrial Estate, Delhi",ATM,28.6849,77.1997,Delhi,State Bank of India,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
115,"Punjab National Bank ATM, Industrial Estate, Delhi",ATM,28.7955,77.1207,Delhi,Punjab National Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,1,0.0,0.0,0
116,"Axis Bank ATM, Old Town, Delhi",ATM,28.6558,77.0761,Delhi,Axis Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
117,"Axis Bank ATM, Junction, Delhi",ATM,28.6368,77.0871,Delhi,Axis Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
118,"State Bank of India Branch, Old Town, Delhi",Branch,28.7446,77.1741,Delhi,State Bank of India,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
119,"Bank of Baroda ATM, Industrial Estate, Delhi",ATM,28.6963,77.0131,Delhi,Bank of Baroda,88,1,1.0,0.0,1,0.0,0,412778.84,9,0,0.0,0.0,0
120,"Punjab National Bank ATM, Central Plaza, Delhi",ATM,28.6787,77.118,Delhi,Punjab National Bank,88,1,1.0,0.0,1,0.0,0,412778.84,9,1,0.0,0.0,0
1,"Bank of Baroda ATM, MG Road, Bengaluru",ATM,13.0296,77.5334,Bengaluru,Bank of Baroda,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,1,0.0,0.0,0
2,"HDFC Bank ATM, Fort Area, Bengaluru",ATM,13.0294,77.6055,Bengaluru,HDFC Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
3,"Punjab National Bank Branch, MG Road, Bengaluru",Branch,12.8588,77.5271,Bengaluru,Punjab National Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
4,"Punjab National Bank ATM, Sector 12, Bengaluru",ATM,12.8993,77.6306,Bengaluru,Punjab National Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
5,"Punjab National Bank Branch, Ring Road, Bengaluru",Branch,12.9594,77.5414,Bengaluru,Punjab National Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
6,"State Bank of India ATM, Lake View, Bengaluru",ATM,12.953,77.5413,Bengaluru,State Bank of India,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
7,"HDFC Bank ATM, Station Road, Bengaluru",ATM,12.8739,77.4978,Bengaluru,HDFC Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
8,"ICICI Bank ATM, Airport Road, Bengaluru",ATM,12.862,77.5849,Bengaluru,ICICI Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
9,"State Bank of India Branch, Station Road, Bengaluru",Branch,12.9841,77.6737,Bengaluru,State Bank of India,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,1
10,"Punjab National Bank ATM, Bus Stand, Bengaluru",ATM,12.8977,77.4913,Bengaluru,Punjab National Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
11,"Bank of Baroda ATM, Airport Road, Bengaluru",ATM,12.9211,77.4938,Bengaluru,Bank of Baroda,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,1,0.0,0.0,0
12,"HDFC Bank ATM, Tech Park, Bengaluru",ATM,12.9183,77.6272,Bengaluru,HDFC Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
13,"ICICI Bank ATM, Old Town, Bengaluru",ATM,12.9369,77.6354,Bengaluru,ICICI Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
14,"Bank of Baroda ATM, Bus Stand, Bengaluru",ATM,13.004,77.6028,Bengaluru,Bank of Baroda,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,1,0.0,0.0,0
15,"HDFC Bank ATM, Junction, Bengaluru",ATM,12.9427,77.7121,Bengaluru,HDFC Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
16,"Bank of Baroda ATM, Fort Area, Bengaluru",ATM,12.9294,77.659,Bengaluru,Bank of Baroda,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,1,0.0,0.0,0
17,"State Bank of India ATM, Industrial Estate, Bengaluru",ATM,12.8593,77.5503,Bengaluru,State Bank of India,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
18,"ICICI Bank ATM, Ring Road, Bengaluru",ATM,13.0708,77.6107,Bengaluru,ICICI Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
19,"Bank of Baroda ATM, Ring Road, Bengaluru",ATM,13.0089,77.5696,Bengaluru,Bank of Baroda,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,1,0.0,0.0,0
20,"Bank of Baroda Branch, Market Yard, Bengaluru",Branch,12.9152,77.5338,Bengaluru,Bank of Baroda,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,1,0.0,0.0,0
21,"Punjab National Bank ATM, Lake View, Bengaluru",ATM,12.9919,77.6901,Bengaluru,Punjab National Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
22,"Axis Bank ATM, Ring Road, Bengaluru",ATM,13.091,77.5078,Bengaluru,Axis Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
23,"Axis Bank ATM, Airport Road, Bengaluru",ATM,12.8629,77.5009,Bengaluru,Axis Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
24,"Bank of Baroda ATM, Airport Road, Bengaluru",ATM,13.0149,77.6177,Bengaluru,Bank of Baroda,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,1,0.0,0.0,0
25,"Axis Bank Branch, Bus Stand, Bengaluru",Branch,13.0907,77.6016,Bengaluru,Axis Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
26,"Punjab National Bank ATM, Fort Area, Bengaluru",ATM,13.0246,77.6382,Bengaluru,Punjab National Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
27,"Punjab National Bank ATM, Airport Road, Bengaluru",ATM,13.0054,77.5014,Bengaluru,Punjab National Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
28,"Axis Bank ATM, Junction, Bengaluru",ATM,12.8524,77.6479,Bengaluru,Axis Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
29,"Bank of Baroda ATM, Sector 12, Bengaluru",ATM,13.0345,77.5964,Bengaluru,Bank of Baroda,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,1,0.0,0.0,0
30,"State Bank of India ATM, Industrial Estate, Bengaluru",ATM,13.0049,77.6208,Bengaluru,State Bank of India,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
31,"HDFC Bank ATM, Airport Road, Bengaluru",ATM,12.8904,77.7034,Bengaluru,HDFC Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
32,"Punjab National Bank ATM, Bus Stand, Bengaluru",ATM,12.9294,77.4793,Bengaluru,Punjab National Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
33,"ICICI Bank ATM, Ring Road, Bengaluru",ATM,12.8655,77.6853,Bengaluru,ICICI Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
34,"State Bank of India ATM, Lake View, Bengaluru",ATM,12.9682,77.4912,Bengaluru,State Bank of India,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
35,"Punjab National Bank ATM, Market Yard, Bengaluru",ATM,13.0099,77.7018,Bengaluru,Punjab National Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
36,"HDFC Bank ATM, Sector 12, Bengaluru",ATM,13.061,77.5762,Bengaluru,HDFC Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
37,"HDFC Bank ATM, Lake View, Bengaluru",ATM,12.9264,77.7134,Bengaluru,HDFC Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
38,"Bank of Baroda ATM, Junction, Bengaluru",ATM,13.0675,77.583,Bengaluru,Bank of Baroda,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,1,0.0,0.0,0
39,"HDFC Bank ATM, Station Road, Bengaluru",ATM,12.9327,77.6158,Bengaluru,HDFC Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
40,"HDFC Bank ATM, MG Road, Bengaluru",ATM,12.8686,77.6261,Bengaluru,HDFC Bank,622,3,0.8812108658979986,0.0005213764337851929,4,0.0,0,278154.41,11,0,0.0,0.0,0
1,"Bank of Baroda ATM, MG Road, Bengaluru",ATM,13.0296,77.5334,Bengaluru,Bank of Baroda,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,1.1677502006849998e-14,0.0,0
2,"HDFC Bank ATM, Fort Area, Bengaluru",ATM,13.0294,77.6055,Bengaluru,HDFC Bank,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,4.557652986320957e-05,0.0,0
3,"Punjab National Bank Branch, MG Road, Bengaluru",Branch,12.8588,77.5271,Bengaluru,Punjab National Bank,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,5.722598125096686e-25,0.0,0
4,"Punjab National Bank ATM, Sector 12, Bengaluru",ATM,12.8993,77.6306,Bengaluru,Punjab National Bank,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,9.747966682766039e-07,0.0,0
5,"Punjab National Bank Branch, Ring Road, Bengaluru",Branch,12.9594,77.5414,Bengaluru,Punjab National Bank,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,2.715996772951129e-12,0.0,0
6,"State Bank of India ATM, Lake View, Bengaluru",ATM,12.953,77.5413,Bengaluru,State Bank of India,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,1.5033642835960391e-12,0.0,0
7,"HDFC Bank ATM, Station Road, Bengaluru",ATM,12.8739,77.4978,Bengaluru,HDFC Bank,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,1.3191941348450055e-28,0.0,0
8,"ICICI Bank ATM, Airport Road, Bengaluru",ATM,12.862,77.5849,Bengaluru,ICICI Bank,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,9.227049233121559e-16,0.0,0
9,"State Bank of India Branch, Station Road, Bengaluru",Branch,12.9841,77.6737,Bengaluru,State Bank of India,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,1.0,0.0,0
10,"Punjab National Bank ATM, Bus Stand, Bengaluru",ATM,12.8977,77.4913,Bengaluru,Punjab National Bank,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,5.998456809912099e-27,0.0,0
11,"Bank of Baroda ATM, Airport Road, Bengaluru",ATM,12.9211,77.4938,Bengaluru,Bank of Baroda,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,5.058199051020504e-24,0.0,0
12,"HDFC Bank ATM, Tech Park, Bengaluru",ATM,12.9183,77.6272,Bengaluru,HDFC Bank,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,5.193036038096563e-05,0.0,0
13,"ICICI Bank ATM, Old Town, Bengaluru",ATM,12.9369,77.6354,Bengaluru,ICICI Bank,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,0.00371153622006045,0.0,0
14,"Bank of Baroda ATM, Bus Stand, Bengaluru",ATM,13.004,77.6028,Bengaluru,Bank of Baroda,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,0.00033937938989153394,0.0,0
15,"HDFC Bank ATM, Junction, Bengaluru",ATM,12.9427,77.7121,Bengaluru,HDFC Bank,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,0.008121053006401105,0.0,0
16,"Bank of Baroda ATM, Fort Area, Bengaluru",ATM,12.9294,77.659,Bengaluru,Bank of Baroda,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,0.007143321935919337,0.0,0
17,"State Bank of India ATM, Industrial Estate, Bengaluru",ATM,12.8593,77.5503,Bengaluru,State Bank of India,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,6.852063516341707e-21,0.0,0
18,"ICICI Bank ATM, Ring Road, Bengaluru",ATM,13.0708,77.6107,Bengaluru,ICICI Bank,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,2.6657678225154062e-08,0.0,0
19,"Bank of Baroda ATM, Ring Road, Bengaluru",ATM,13.0089,77.5696,Bengaluru,Bank of Baroda,386,3,0.8752746181132717,0.0010427528675703858,5,0.0,1,282355.94,16,0,4.799381758292489e-08,0.0,0
